CHROM	START	END	gc	map
chr1	43000001	43500000	0.444081	0.984852
chr1	43500001	44000000	0.465559	0.968063
chr1	44000001	44500000	0.489679	0.992289
chr1	44500001	45000000	0.448977	0.990964
chr1	45000001	45500000	0.476301	0.980221
chr1	45500001	46000000	0.426885	0.944735
chr1	46000001	46500000	0.425141	0.964952
chr1	46500001	47000000	0.477597	0.974544
chr1	47000001	47500000	0.432611	0.90734
chr1	47500001	48000000	0.444351	0.925825
chr1	48000001	48500000	0.478359	0.987978
chr1	48500001	49000000	0.406291	0.92857
chr1	49000001	49500000	0.421569	0.984097
chr1	49500001	50000000	0.378353	0.951703
chr1	50000001	50500000	0.371539	0.92982
chr1	50500001	51000000	0.418321	0.988482
chr1	51000001	51500000	0.382955	0.966396
chr1	51500001	52000000	0.412345	0.977089
chr1	52000001	52500000	0.413905	0.983775
chr1	52500001	53000000	0.413081	0.972825
chr1	53000001	53500000	0.431397	0.974276
chr1	53500001	54000000	0.492007	0.987278
chr1	54000001	54500000	0.459267	0.989648
chr1	54500001	55000000	0.487851	0.98166
chr1	55000001	55500000	0.483521	0.970148
chr1	55500001	56000000	0.418571	0.979567
chr1	56000001	56500000	0.399155	0.981794
chr1	56500001	57000000	0.408121	0.973461
chr1	57000001	57500000	0.402879	0.987604
chr1	57500001	58000000	0.405919	0.990779
chr1	58000001	58500000	0.404501	0.9832
chr1	58500001	59000000	0.413975	0.94194
chr1	59000001	59500000	0.422351	0.978324
chr1	59500001	60000000	0.407465	0.965379
chr1	60000001	60500000	0.394981	0.952662
chr1	60500001	61000000	0.374829	0.949228
chr1	61000001	61500000	0.399529	0.968669
chr1	61500001	62000000	0.395643	0.995418
chr1	62000001	62500000	0.402273	0.974599
chr1	62500001	63000000	0.430325	0.983765
chr1	63000001	63500000	0.385317	0.971365
chr1	63500001	64000000	0.392879	0.974564
chr1	64000001	64500000	0.412871	0.990833
chr1	64500001	65000000	0.408235	0.962579
chr1	65000001	65500000	0.405501	0.98822
chr1	65500001	66000000	0.409855	0.971959
chr1	66000001	66500000	0.371379	0.942123
chr1	66500001	67000000	0.383797	0.956179
chr1	67000001	67500000	0.372433	0.975987
chr1	67500001	68000000	0.406773	0.967455
chr1	68000001	68500000	0.412033	0.98433
chr1	68500001	69000000	0.396933	0.980807
chr1	69000001	69500000	0.373347	0.944572
chr1	69500001	70000000	0.369203	0.962184
chr1	70000001	70500000	0.353899	0.954504
chr1	70500001	71000000	0.376879	0.986366
chr1	71000001	71500000	0.377053	0.966133
chr1	71500001	72000000	0.368095	0.957393
chr1	72000001	72500000	0.353607	0.979977
chr1	72500001	73000000	0.344519	0.987263
chr1	73000001	73500000	0.350443	0.967404
chr1	73500001	74000000	0.349041	0.973607
chr1	74000001	74500000	0.357043	0.992122
chr1	74500001	75000000	0.356603	0.95787
chr1	75000001	75500000	0.371751	0.962529
chr1	75500001	76000000	0.374125	0.946524
chr1	76000001	76500000	0.380541	0.948607
chr1	76500001	77000000	0.389623	0.980494
chr1	77000001	77500000	0.386937	0.960085
chr1	77500001	78000000	0.382959	0.979921
chr1	78000001	78500000	0.388163	0.977625
chr1	78500001	79000000	0.384693	0.960558
chr1	79000001	79500000	0.360243	0.970251
chr1	79500001	80000000	0.356941	0.969882
chr1	80000001	80500000	0.355617	0.962736
chr1	80500001	81000000	0.351241	0.959499
chr1	81000001	81500000	0.351245	0.964295
chr1	81500001	82000000	0.368815	0.984762
chr1	82000001	82500000	0.364987	0.992743
chr1	82500001	83000000	0.371043	0.965272
chr1	83000001	83500000	0.360981	0.9855
chr1	84000001	84500000	0.381301	0.982341
chr1	84500001	85000000	0.374535	0.970232
chr1	85000001	85500000	0.403989	0.994769
chr1	85500001	86000000	0.395115	0.978061
chr1	86000001	86500000	0.377087	0.93467
chr1	86500001	87000000	0.378057	0.957498
chr1	87000001	87500000	0.385531	0.946262
chr1	87500001	88000000	0.403885	0.984931
chr1	88000001	88500000	0.380749	0.991173
chr1	88500001	89000000	0.373595	0.981659
chr1	89000001	89500000	0.382979	0.981426
chr1	89500001	90000000	0.390625	0.936343
chr1	90000001	90500000	0.400919	0.970639
chr1	90500001	91000000	0.383931	0.959386
chr1	91000001	91500000	0.389919	0.979291
chr1	91500001	92000000	0.395063	0.930551
chr1	92000001	92500000	0.421957	0.984071
chr1	92500001	93000000	0.394203	0.964194
chr1	93000001	93500000	0.393195	0.956712
chr1	93500001	94000000	0.384483	0.960864
chr1	94000001	94500000	0.432007	0.964298
chr1	94500001	95000000	0.404181	0.966054
chr1	95000001	95500000	0.425273	0.985507
chr1	95500001	96000000	0.392105	0.971294
chr1	96000001	96500000	0.369777	0.993689
chr1	96500001	97000000	0.374179	0.947491
chr1	97000001	97500000	0.373581	0.96123
chr1	97500001	98000000	0.359167	0.966164
chr1	98000001	98500000	0.343235	0.988735
chr1	98500001	99000000	0.362605	0.978905
chr1	99000001	99500000	0.367241	0.971593
chr1	99500001	100000000	0.370985	0.953624
chr1	100000001	100500000	0.382491	0.981103
chr1	100500001	101000000	0.386065	0.985022
chr1	101000001	101500000	0.377295	0.956689
chr1	101500001	102000000	0.388619	0.989146
chr1	102000001	102500000	0.354921	0.980235
chr1	102500001	103000000	0.346787	0.955842
chr1	103000001	103500000	0.346955	0.957258
chr1	104500001	105000000	0.351879	0.970321
chr1	105000001	105500000	0.351527	0.939531
chr1	105500001	106000000	0.339753	0.97811
chr1	106000001	106500000	0.345955	0.962119
chr1	106500001	107000000	0.348977	0.971321
chr1	107000001	107500000	0.358957	0.986164
chr1	107500001	108000000	0.371585	0.99035
chr1	108000001	108500000	0.382385	0.97713
chr1	109000001	109500000	0.403495	0.938518
chr1	109500001	110000000	0.450005	0.982018
chr1	110000001	110500000	0.472341	0.955911
chr1	110500001	111000000	0.468467	0.993149
chr1	111000001	111500000	0.424065	0.983386
chr1	111500001	112000000	0.400725	0.961294
chr1	112000001	112500000	0.434623	0.986592
chr1	112500001	113000000	0.432061	0.946913
chr1	113000001	113500000	0.440923	0.972156
chr1	113500001	114000000	0.413717	0.961853
chr1	114000001	114500000	0.385593	0.954912
chr1	114500001	115000000	0.430791	0.973586
chr1	115000001	115500000	0.387777	0.976328
chr1	115500001	116000000	0.411883	0.969908
chr1	116000001	116500000	0.419805	0.980077
chr1	116500001	117000000	0.415407	0.975043
chr1	117000001	117500000	0.442455	0.944137
chr1	117500001	118000000	0.409939	0.956625
chr1	118000001	118500000	0.405581	0.977578
chr1	118500001	119000000	0.377859	0.969473
chr1	119000001	119500000	0.376291	0.925499
chr1	119500001	120000000	0.412133	0.961122
chr1	120000001	120500000	0.425505	0.956278
chr1	146500001	147000000	0.401915	0.907165
chr1	150000001	150500000	0.434555	0.983127
chr1	150500001	151000000	0.441579	0.967068
chr1	151000001	151500000	0.465385	0.983104
chr1	151500001	152000000	0.447813	0.980806
chr1	152000001	152500000	0.414475	0.926556
chr1	152500001	153000000	0.413723	0.946586
chr1	153000001	153500000	0.428867	0.954771
chr1	153500001	154000000	0.481643	0.982321
chr1	154000001	154500000	0.456037	0.972889
chr1	154500001	155000000	0.484231	0.98203
chr1	155000001	155500000	0.482053	0.974019
chr1	155500001	156000000	0.457035	0.934977
chr1	156000001	156500000	0.504445	0.979282
chr1	156500001	157000000	0.504089	0.988377
chr1	157000001	157500000	0.438531	0.961005
chr1	157500001	158000000	0.407635	0.977155
chr1	158000001	158500000	0.405833	0.93289
chr1	158500001	159000000	0.372337	0.958461
chr1	159000001	159500000	0.390177	0.946906
chr1	159500001	160000000	0.431205	0.950122
chr1	160000001	160500000	0.451513	0.979933
chr1	160500001	161000000	0.431037	0.955717
chr1	161000001	161500000	0.476227	0.917978
chr1	162000001	162500000	0.421261	0.974979
chr1	162500001	163000000	0.400575	0.953226
chr1	163000001	163500000	0.378557	0.980235
chr1	163500001	164000000	0.373631	0.956803
chr1	164000001	164500000	0.376077	0.956024
chr1	164500001	165000000	0.412595	0.985799
chr1	165000001	165500000	0.424949	0.983975
chr1	165500001	166000000	0.418917	0.967803
chr1	166000001	166500000	0.410619	0.929579
chr1	166500001	167000000	0.393331	0.972723
chr1	167000001	167500000	0.417985	0.994814
chr1	167500001	168000000	0.418191	0.986747
chr1	168000001	168500000	0.415917	0.974451
chr1	168500001	169000000	0.394701	0.963479
chr1	169000001	169500000	0.378729	0.964271
chr1	169500001	170000000	0.381997	0.977843
chr1	170000001	170500000	0.376113	0.943211
chr1	170500001	171000000	0.380919	0.980594
chr1	171000001	171500000	0.397369	0.97009
chr1	171500001	172000000	0.397607	0.969668
chr1	172000001	172500000	0.378289	0.949725
chr1	172500001	173000000	0.384703	0.965884
chr1	173000001	173500000	0.394717	0.958242
chr1	173500001	174000000	0.396629	0.962932
chr1	174000001	174500000	0.378433	0.951071
chr1	174500001	175000000	0.387699	0.923658
chr1	175000001	175500000	0.432465	0.975834
chr1	175500001	176000000	0.425205	0.976662
chr1	176000001	176500000	0.380233	0.955254
chr1	176500001	177000000	0.404589	0.986812
chr1	177000001	177500000	0.405777	0.978552
chr1	177500001	178000000	0.408229	0.943658
chr1	178000001	178500000	0.389027	0.975635
chr1	178500001	179000000	0.408253	0.963806
chr1	179000001	179500000	0.411433	0.974278
chr1	179500001	180000000	0.404619	0.969144
chr1	180000001	180500000	0.414051	0.974598
chr1	180500001	181000000	0.408969	0.962441
chr1	181000001	181500000	0.449617	0.974285
chr1	181500001	182000000	0.417149	0.981262
chr1	182000001	182500000	0.425337	0.983991
chr1	182500001	183000000	0.413267	0.98562
chr1	183000001	183500000	0.416955	0.98682
chr1	183500001	184000000	0.405827	0.970926
chr1	184000001	184500000	0.399953	0.971287
chr1	184500001	185000000	0.397921	0.966758
chr1	185000001	185500000	0.384253	0.968604
chr1	185500001	186000000	0.369933	0.950574
chr1	186000001	186500000	0.365187	0.970325
chr1	186500001	187000000	0.368945	0.973721
chr1	187000001	187500000	0.356673	0.973847
chr1	187500001	188000000	0.357595	0.949284
chr1	188000001	188500000	0.342361	0.984754
chr1	188500001	189000000	0.342783	0.970942
chr1	189000001	189500000	0.340137	0.955519
chr1	189500001	190000000	0.339521	0.982093
chr1	190000001	190500000	0.333101	0.990262
chr1	190500001	191000000	0.339783	0.980889
chr1	191000001	191500000	0.341535	0.972953
chr1	191500001	192000000	0.344617	0.985785
chr1	192000001	192500000	0.350419	0.966126
chr1	192500001	193000000	0.374551	0.976344
chr1	193000001	193500000	0.370057	0.98383
chr1	193500001	194000000	0.359759	0.963792
chr1	194000001	194500000	0.348605	0.968843
chr1	194500001	195000000	0.339919	0.985528
chr1	195000001	195500000	0.339227	0.982863
chr1	195500001	196000000	0.344913	0.972409
chr1	196000001	196500000	0.344907	0.96258
chr1	197000001	197500000	0.358693	0.988626
chr1	197500001	198000000	0.367089	0.953439
chr1	198000001	198500000	0.364437	0.966837
chr1	198500001	199000000	0.353559	0.989059
chr1	199000001	199500000	0.358881	0.988235
chr1	199500001	200000000	0.386007	0.965679
chr1	200000001	200500000	0.413201	0.985871
chr1	200500001	201000000	0.430509	0.983668
chr1	201000001	201500000	0.502975	0.982982
chr1	201500001	202000000	0.472563	0.9875
chr1	202000001	202500000	0.460709	0.918745
chr1	202500001	203000000	0.450215	0.959664
chr1	203000001	203500000	0.481293	0.978586
chr1	203500001	204000000	0.446861	0.982098
chr1	204000001	204500000	0.485047	0.989493
chr1	204500001	205000000	0.470265	0.995653
chr1	205000001	205500000	0.480671	0.980743
chr1	205500001	206000000	0.388059	0.981887
chr1	206500001	207000000	0.457675	0.905889
chr1	207000001	207500000	0.416327	0.98044
chr1	207500001	208000000	0.395849	0.900514
chr1	208000001	208500000	0.457063	0.996452
chr1	208500001	209000000	0.406577	0.981568
chr1	209000001	209500000	0.402529	0.977134
chr1	209500001	210000000	0.438573	0.991014
chr1	210000001	210500000	0.396583	0.967336
chr1	210500001	211000000	0.426135	0.982812
chr1	211000001	211500000	0.399947	0.944025
chr1	211500001	212000000	0.436649	0.972851
chr1	212000001	212500000	0.416191	0.977376
chr1	212500001	213000000	0.437595	0.971833
chr1	213000001	213500000	0.405603	0.957495
chr1	213500001	214000000	0.420127	0.972328
chr1	214000001	214500000	0.408991	0.99667
chr1	214500001	215000000	0.404143	0.983257
chr1	215000001	215500000	0.372253	0.98111
chr1	215500001	216000000	0.372281	0.972842
chr1	216000001	216500000	0.359213	0.973875
chr1	216500001	217000000	0.366889	0.985615
chr1	217000001	217500000	0.387149	0.994135
chr1	217500001	218000000	0.367963	0.972969
chr1	218000001	218500000	0.377327	0.981175
chr1	218500001	219000000	0.393741	0.977381
chr1	219000001	219500000	0.365915	0.987483
chr1	219500001	220000000	0.389187	0.957067
chr1	220000001	220500000	0.392363	0.951952
chr1	220500001	221000000	0.408509	0.982957
chr1	221000001	221500000	0.391871	0.982434
chr1	221500001	222000000	0.387607	0.987812
chr1	222000001	222500000	0.403645	0.974461
chr1	223000001	223500000	0.423585	0.953127
chr1	223500001	224000000	0.410115	0.930891
chr1	224500001	225000000	0.431763	0.985953
chr1	225000001	225500000	0.381521	0.940873
chr1	225500001	226000000	0.420815	0.978659
chr1	226000001	226500000	0.462595	0.979157
chr1	226500001	227000000	0.472065	0.986889
chr1	227000001	227500000	0.406111	0.970977
chr1	227500001	228000000	0.440087	0.967735
chr1	228000001	228500000	0.511947	0.958791
chr1	228500001	229000000	0.489585	0.900555
chr1	229000001	229500000	0.446609	0.979871
chr1	229500001	230000000	0.434007	0.984119
chr1	230000001	230500000	0.450815	0.987634
chr1	230500001	231000000	0.440353	0.982001
chr1	231000001	231500000	0.437733	0.986342
chr1	231500001	232000000	0.410013	0.975189
chr1	232000001	232500000	0.419307	0.959201
chr1	232500001	233000000	0.413389	0.990866
chr1	233000001	233500000	0.412665	0.987334
chr1	233500001	234000000	0.400569	0.982765
chr1	234000001	234500000	0.418619	0.977324
chr1	234500001	235000000	0.439591	0.960255
chr1	235000001	235500000	0.392085	0.985679
chr1	235500001	236000000	0.420443	0.976616
chr1	236000001	236500000	0.434121	0.98447
chr1	236500001	237000000	0.425771	0.981029
chr1	237000001	237500000	0.412983	0.960745
chr1	237500001	238000000	0.373535	0.983126
chr1	238000001	238500000	0.390983	0.978183
chr1	238500001	239000000	0.361275	0.98905
chr1	239000001	239500000	0.365177	0.986106
chr1	239500001	240000000	0.383119	0.971285
chr1	240000001	240500000	0.402065	0.989514
chr1	240500001	241000000	0.401425	0.988431
chr1	241000001	241500000	0.391245	0.982796
chr1	241500001	242000000	0.390039	0.986139
chr1	242000001	242500000	0.419991	0.920565
chr1	242500001	243000000	0.398635	0.940491
chr1	243500001	244000000	0.379209	0.980097
chr1	244000001	244500000	0.428081	0.992049
chr1	244500001	245000000	0.419369	0.96799
chr1	245000001	245500000	0.435687	0.98503
chr1	245500001	246000000	0.441483	0.973731
chr1	246000001	246500000	0.404143	0.969363
chr1	246500001	247000000	0.428547	0.95555
chr1	247000001	247500000	0.425163	0.954994
chr1	247500001	248000000	0.400437	0.952067
chr1	248000001	248500000	0.379883	0.900177
chr2	1	500000	0.422833	0.967574
chr2	500001	1000000	0.449699	0.973108
chr2	1000001	1500000	0.442505	0.935749
chr2	1500001	2000000	0.492649	0.969021
chr2	2000001	2500000	0.415105	0.97276
chr2	2500001	3000000	0.471869	0.986998
chr2	3000001	3500000	0.476891	0.963218
chr2	3500001	4000000	0.410363	0.966569
chr2	4000001	4500000	0.393195	0.976169
chr2	4500001	5000000	0.380273	0.965494
chr2	5000001	5500000	0.307073	0.971741
chr2	5500001	6000000	0.414499	0.969089
chr2	6000001	6500000	0.400105	0.986346
chr2	6500001	7000000	0.400627	0.996587
chr2	7000001	7500000	0.422897	0.985347
chr2	7500001	8000000	0.399839	0.993531
chr2	8000001	8500000	0.424673	0.9734
chr2	8500001	9000000	0.452793	0.994298
chr2	9000001	9500000	0.437805	0.973375
chr2	9500001	10000000	0.456807	0.989332
chr2	10000001	10500000	0.483731	0.977317
chr2	10500001	11000000	0.477383	0.988134
chr2	11000001	11500000	0.439555	0.970852
chr2	11500001	12000000	0.464633	0.982799
chr2	12000001	12500000	0.414353	0.983688
chr2	12500001	13000000	0.405893	0.967755
chr2	13000001	13500000	0.365209	0.983516
chr2	13500001	14000000	0.353687	0.945796
chr2	14000001	14500000	0.357745	0.969698
chr2	14500001	15000000	0.389489	0.950014
chr2	15000001	15500000	0.403917	0.989273
chr2	15500001	16000000	0.425489	0.977099
chr2	16000001	16500000	0.405741	0.977145
chr2	16500001	17000000	0.416163	0.976366
chr2	17000001	17500000	0.381249	0.983911
chr2	17500001	18000000	0.382899	0.982519
chr2	18000001	18500000	0.403443	0.956746
chr2	18500001	19000000	0.385047	0.980515
chr2	19000001	19500000	0.392383	0.934756
chr2	19500001	20000000	0.419063	0.975313
chr2	20000001	20500000	0.441807	0.982033
chr2	20500001	21000000	0.455659	0.985955
chr2	21000001	21500000	0.386125	0.958963
chr2	21500001	22000000	0.388583	0.980325
chr2	22000001	22500000	0.366289	0.974452
chr2	22500001	23000000	0.372661	0.983575
chr2	23000001	23500000	0.411335	0.969352
chr2	23500001	24000000	0.478861	0.979499
chr2	24000001	24500000	0.417827	0.968803
chr2	24500001	25000000	0.392225	0.985892
chr2	25000001	25500000	0.480337	0.980842
chr2	25500001	26000000	0.441215	0.978257
chr2	26000001	26500000	0.437177	0.985136
chr2	26500001	27000000	0.482895	0.988756
chr2	27000001	27500000	0.482413	0.987216
chr2	27500001	28000000	0.452411	0.974034
chr2	28000001	28500000	0.390417	0.982896
chr2	28500001	29000000	0.469169	0.992565
chr2	29000001	29500000	0.434845	0.985635
chr2	29500001	30000000	0.430493	0.986186
chr2	30000001	30500000	0.432939	0.987243
chr2	30500001	31000000	0.423987	0.982213
chr2	31000001	31500000	0.450833	0.966152
chr2	31500001	32000000	0.403765	0.957975
chr2	32000001	32500000	0.400513	0.968776
chr2	32500001	33000000	0.392829	0.978174
chr2	33000001	33500000	0.406419	0.965151
chr2	33500001	34000000	0.402813	0.983011
chr2	34000001	34500000	0.388795	0.98283
chr2	34500001	35000000	0.370323	0.952545
chr2	35000001	35500000	0.351737	0.962972
chr2	35500001	36000000	0.356123	0.96171
chr2	36000001	36500000	0.376175	0.940985
chr2	36500001	37000000	0.402737	0.986104
chr2	37000001	37500000	0.396429	0.98355
chr2	37500001	38000000	0.399539	0.97157
chr2	38000001	38500000	0.413715	0.963743
chr2	38500001	39000000	0.430165	0.978923
chr2	39000001	39500000	0.402249	0.989413
chr2	39500001	40000000	0.394111	0.979981
chr2	40000001	40500000	0.388405	0.95418
chr2	40500001	41000000	0.361837	0.987023
chr2	41000001	41500000	0.349113	0.981835
chr2	41500001	42000000	0.378641	0.962431
chr2	42000001	42500000	0.432159	0.987109
chr2	42500001	43000000	0.427485	0.983286
chr2	43000001	43500000	0.493765	0.979056
chr2	43500001	44000000	0.396015	0.967195
chr2	44000001	44500000	0.411381	0.982881
chr2	44500001	45000000	0.382777	0.981313
chr2	45000001	45500000	0.452431	0.967366
chr2	45500001	46000000	0.407197	0.993144
chr2	46000001	46500000	0.441305	0.989841
chr2	46500001	47000000	0.424551	0.986123
chr2	47000001	47500000	0.471721	0.985121
chr2	47500001	48000000	0.453051	0.982863
chr2	48000001	48500000	0.402705	0.977248
chr2	48500001	49000000	0.402945	0.967082
chr2	49000001	49500000	0.397503	0.9678
chr2	49500001	50000000	0.367819	0.965729
chr2	50000001	50500000	0.358333	0.990756
chr2	50500001	51000000	0.362745	0.994423
chr2	51000001	51500000	0.356639	0.991891
chr2	51500001	52000000	0.347897	0.9568
chr2	52000001	52500000	0.351805	0.970078
chr2	52500001	53000000	0.367009	0.978585
chr2	53000001	53500000	0.363177	0.97791
chr2	53500001	54000000	0.387833	0.967471
chr2	54000001	54500000	0.399137	0.985035
chr2	54500001	55000000	0.413455	0.991981
chr2	55000001	55500000	0.405499	0.992679
chr2	55500001	56000000	0.391539	0.960207
chr2	56000001	56500000	0.392973	0.949667
chr2	56500001	57000000	0.367383	0.946547
chr2	57000001	57500000	0.357887	0.965013
chr2	57500001	58000000	0.354167	0.940303
chr2	58000001	58500000	0.353015	0.970642
chr2	58500001	59000000	0.371449	0.971078
chr2	59000001	59500000	0.382683	0.974995
chr2	59500001	60000000	0.371797	0.973556
chr2	60000001	60500000	0.405449	0.946435
chr2	60500001	61000000	0.438901	0.988431
chr2	61000001	61500000	0.406593	0.984108
chr2	61500001	62000000	0.414059	0.985665
chr2	62000001	62500000	0.422143	0.985622
chr2	62500001	63000000	0.416889	0.949712
chr2	63000001	63500000	0.369785	0.967303
chr2	63500001	64000000	0.380169	0.963286
chr2	64000001	64500000	0.389495	0.972121
chr2	64500001	65000000	0.422347	0.9908
chr2	65000001	65500000	0.440943	0.983511
chr2	65500001	66000000	0.435053	0.984904
chr2	66000001	66500000	0.404115	0.936412
chr2	66500001	67000000	0.389659	0.95213
chr2	67000001	67500000	0.375957	0.975966
chr2	67500001	68000000	0.387187	0.95871
chr2	68000001	68500000	0.398457	0.985488
chr2	68500001	69000000	0.394825	0.958299
chr2	69000001	69500000	0.414031	0.991654
chr2	69500001	70000000	0.419637	0.986238
chr2	70000001	70500000	0.438651	0.980527
chr2	70500001	71000000	0.436699	0.979408
chr2	71000001	71500000	0.452673	0.939834
chr2	71500001	72000000	0.450509	0.978256
chr2	72000001	72500000	0.449197	0.963587
chr2	72500001	73000000	0.365761	0.958519
chr2	73000001	73500000	0.473145	0.985225
chr2	73500001	74000000	0.410629	0.933432
chr2	74000001	74500000	0.450139	0.950639
chr2	74500001	75000000	0.458609	0.990248
chr2	75000001	75500000	0.419585	0.965584
chr2	75500001	76000000	0.395449	0.981385
chr2	76000001	76500000	0.366389	0.965453
chr2	76500001	77000000	0.365169	0.937064
chr2	77000001	77500000	0.351197	0.939288
chr2	77500001	78000000	0.348301	0.947306
chr2	78000001	78500000	0.350087	0.973144
chr2	78500001	79000000	0.348607	0.965276
chr2	79000001	79500000	0.387533	0.97219
chr2	79500001	80000000	0.374663	0.967552
chr2	80000001	80500000	0.393797	0.979579
chr2	80500001	81000000	0.385489	0.99313
chr2	81000001	81500000	0.360473	0.978753
chr2	81500001	82000000	0.356963	0.97346
chr2	82000001	82500000	0.354719	0.979044
chr2	82500001	83000000	0.346885	0.98819
chr2	83000001	83500000	0.359133	0.976284
chr2	83500001	84000000	0.350523	0.969783
chr2	84000001	84500000	0.378011	0.952018
chr2	84500001	85000000	0.390343	0.969987
chr2	85000001	85500000	0.444245	0.980507
chr2	85500001	86000000	0.485833	0.978288
chr2	86000001	86500000	0.451881	0.983062
chr2	86500001	87000000	0.409173	0.943458
chr2	88500001	89000000	0.428655	0.98862
chr2	95500001	96000000	0.462143	0.928738
chr2	97000001	97500000	0.475385	0.960513
chr2	98500001	99000000	0.414411	0.973169
chr2	99000001	99500000	0.440855	0.990966
chr2	99500001	100000000	0.404013	0.947757
chr2	100000001	100500000	0.417053	0.988528
chr2	100500001	101000000	0.420793	0.950596
chr2	101000001	101500000	0.442585	0.990979
chr2	101500001	102000000	0.444589	0.977501
chr2	102000001	102500000	0.427927	0.981319
chr2	102500001	103000000	0.418979	0.986274
chr2	103000001	103500000	0.395655	0.968891
chr2	103500001	104000000	0.373887	0.981289
chr2	104000001	104500000	0.360413	0.983071
chr2	104500001	105000000	0.361863	0.992328
chr2	105000001	105500000	0.412955	0.989341
chr2	105500001	106000000	0.422419	0.97082
chr2	106000001	106500000	0.436127	0.989483
chr2	106500001	107000000	0.434793	0.946454
chr2	107500001	108000000	0.388063	0.974633
chr2	108000001	108500000	0.383673	0.906184
chr2	108500001	109000000	0.390645	0.924885
chr2	109500001	110000000	0.471421	0.973585
chr2	110000001	110500000	0.335893	0.982384
chr2	111500001	112000000	0.430401	0.988372
chr2	113500001	114000000	0.441019	0.98687
chr2	114500001	115000000	0.403883	0.968223
chr2	115000001	115500000	0.380785	0.973497
chr2	115500001	116000000	0.371723	0.976495
chr2	116000001	116500000	0.356405	0.970016
chr2	116500001	117000000	0.364529	0.95408
chr2	117000001	117500000	0.361137	0.97895
chr2	117500001	118000000	0.367669	0.961572
chr2	118000001	118500000	0.388479	0.943268
chr2	118500001	119000000	0.412795	0.923181
chr2	119000001	119500000	0.413207	0.981542
chr2	119500001	120000000	0.458711	0.96297
chr2	120000001	120500000	0.444877	0.989784
chr2	120500001	121000000	0.392373	0.964239
