CHROM	START	END	Bias
chr1	54000001	54500000	0.9277160847271841
chr1	54500001	55000000	0.8012842183490749
chr1	55000001	55500000	1.0097073916594097
chr1	55500001	56000000	1.0837604611193035
chr1	56000001	56500000	1.1642189235376574
chr1	56500001	57000000	1.1376762170652728
chr1	57000001	57500000	1.1858498410400755
chr1	57500001	58000000	1.1560045476968683
chr1	58000001	58500000	1.0669669808741924
chr1	58500001	59000000	1.0459743186757002
chr1	59000001	59500000	1.1993905735417445
chr1	59500001	60000000	1.0548466852271694
chr1	60000001	60500000	1.1641685189763722
chr1	60500001	61000000	1.1711262208155182
chr1	61000001	61500000	1.098714599991258
chr1	61500001	62000000	1.03865231231108
chr1	62000001	62500000	0.9571537843578686
chr1	62500001	63000000	0.9595068334292195
chr1	63000001	63500000	0.9289320350848592
chr1	63500001	64000000	1.1485897120350197
chr1	64000001	64500000	1.0708735622630894
chr1	64500001	65000000	1.076110314612507
chr1	65000001	65500000	1.072808134379197
chr1	65500001	66000000	1.0163893928608194
chr1	66000001	66500000	0.9889586217346072
chr1	66500001	67000000	1.0785471534290074
chr1	67000001	67500000	0.9776553909933212
chr1	67500001	68000000	1.0766727792333946
chr1	68000001	68500000	1.0902854150234054
chr1	68500001	69000000	1.0238191841663142
chr1	69000001	69500000	0.944730683382439
chr1	69500001	70000000	0.9453217304332132
chr1	70000001	70500000	0.9913518293928107
chr1	70500001	71000000	1.0582161446241531
chr1	71000001	71500000	0.9797401004208606
chr1	71500001	72000000	1.0393981088693218
chr1	72000001	72500000	1.0012149702962987
chr1	72500001	73000000	1.003756217973153
chr1	73000001	73500000	1.0364596390227294
chr1	73500001	74000000	1.035732554477732
chr1	74000001	74500000	1.0161300332165637
chr1	74500001	75000000	1.0680810285962308
chr1	75000001	75500000	1.0516967133494808
chr1	75500001	76000000	0.9507978925482337
chr1	76000001	76500000	1.22523053672904
chr1	76500001	77000000	1.1538768709007534
chr1	77000001	77500000	1.0408592623857922
chr1	77500001	78000000	1.0082148223325598
chr1	78000001	78500000	1.0273430493996996
chr1	78500001	79000000	1.0604017950542097
chr1	79000001	79500000	1.0320545616221912
chr1	79500001	80000000	0.8965410534852487
chr1	80000001	80500000	0.9938800442997563
chr1	80500001	81000000	1.0025383860891277
chr1	81000001	81500000	1.0575871352026924
chr1	81500001	82000000	1.0192648710998584
chr1	82000001	82500000	1.1081183924684022
chr1	82500001	83000000	1.0950570217012912
chr1	83500001	84000000	1.1537569737744677
chr1	84000001	84500000	1.0735606992069637
chr1	84500001	85000000	1.1149862830857633
chr1	85000001	85500000	1.023892728065575
chr1	85500001	86000000	0.8935169913910015
chr1	86000001	86500000	0.9410260497678073
chr1	86500001	87000000	0.92291079449435
chr1	87000001	87500000	1.120339855932065
chr1	87500001	88000000	1.1319033369778333
chr1	88000001	88500000	1.1131068852511794
chr1	88500001	89000000	1.0767796823668057
chr1	89000001	89500000	0.8803318077544536
chr1	89500001	90000000	1.1194073638041895
chr1	90000001	90500000	1.1663582716699175
chr1	90500001	91000000	1.1326883724731167
chr1	91000001	91500000	0.8360310069801181
chr1	91500001	92000000	1.053681192584296
chr1	92000001	92500000	0.9573053206722836
chr1	92500001	93000000	0.8985889861989498
chr1	93000001	93500000	0.984573161137985
chr1	93500001	94000000	1.006435619798812
chr1	94000001	94500000	1.0261073789413169
chr1	94500001	95000000	1.0634436623150367
chr1	95000001	95500000	1.0764713291884405
chr1	95500001	96000000	1.0886493048261396
chr1	96000001	96500000	1.105513735838201
chr1	96500001	97000000	1.0956833436011257
chr1	97000001	97500000	0.9682228548861755
chr1	97500001	98000000	1.0399026962474005
chr1	98000001	98500000	1.1642572478310247
chr1	98500001	99000000	1.0382319338095902
chr1	99000001	99500000	0.9474263175404023
chr1	99500001	100000000	1.0800476774368444
chr1	100000001	100500000	1.0221434956310897
chr1	100500001	101000000	1.0329090899247553
chr1	101000001	101500000	1.1636515267126022
chr1	101500001	102000000	1.0359726417035857
chr1	102000001	102500000	0.9907659544121983
chr1	102500001	103000000	0.8356255786439682
chr1	104000001	104500000	0.9828059027371826
chr1	104500001	105000000	0.893105562545618
chr1	105000001	105500000	1.0598374204989465
chr1	105500001	106000000	0.9644799871962414
chr1	106000001	106500000	0.9078231948541985
chr1	106500001	107000000	1.0780105048861184
chr1	107000001	107500000	1.1091672553894316
chr1	107500001	108000000	1.0419115754926005
chr1	108500001	109000000	0.9470103510691984
chr1	109000001	109500000	0.8784853686564588
chr1	109500001	110000000	0.8815084227887414
chr1	110000001	110500000	0.9406628927137294
chr1	110500001	111000000	1.123819962525242
chr1	111000001	111500000	1.076177620365881
chr1	111500001	112000000	1.0929194724691935
chr1	112000001	112500000	1.007673150663243
chr1	112500001	113000000	0.8310914335850299
chr1	113000001	113500000	0.9826403948338682
chr1	113500001	114000000	0.9767277371334723
chr1	114000001	114500000	1.1176011245737676
chr1	114500001	115000000	0.9667948014672674
chr1	115000001	115500000	1.1118616638149623
chr1	115500001	116000000	1.052976737989327
chr1	116000001	116500000	1.122109263061648
chr1	116500001	117000000	0.9839997551302306
chr1	117000001	117500000	1.0265853296953316
chr1	117500001	118000000	1.108214216534445
chr1	118000001	118500000	1.1695809921157694
chr1	118500001	119000000	1.0078603672061364
chr1	119000001	119500000	1.0156375460496607
chr1	119500001	120000000	1.0290052452307996
chr1	150000001	150500000	0.9451747593801483
chr1	150500001	151000000	0.83093770462912
chr1	151000001	151500000	0.8212440468710116
chr1	151500001	152000000	0.9867587060415405
chr1	152000001	152500000	0.9302004160074622
chr1	152500001	153000000	1.0081148881814117
chr1	153000001	153500000	1.0379170571530687
chr1	153500001	154000000	0.8613062427024302
chr1	154000001	154500000	0.8382167921042487
chr1	154500001	155000000	0.9720318270190688
chr1	155000001	155500000	0.7345403018298852
chr1	155500001	156000000	0.7153693650957822
chr1	156000001	156500000	0.7078418093652046
chr1	156500001	157000000	0.7834353335093941
chr1	157000001	157500000	1.0201722406529075
chr1	157500001	158000000	1.0740972768000736
chr1	158000001	158500000	1.018153239802429
chr1	158500001	159000000	1.1069177110575523
chr1	159000001	159500000	1.0611961212271146
chr1	159500001	160000000	0.9831501111250758
chr1	160000001	160500000	1.079399230620761
chr1	160500001	161000000	0.8988118945199876
chr1	161000001	161500000	0.8356496715560238
chr1	162000001	162500000	1.1374333936513525
chr1	162500001	163000000	0.9903948935372145
chr1	163000001	163500000	1.1032781775008569
chr1	163500001	164000000	1.0949896788588611
chr1	164000001	164500000	1.1093069749788378
chr1	164500001	165000000	1.153253287074214
chr1	165000001	165500000	1.1618966240725626
chr1	165500001	166000000	1.10456398122051
chr1	166000001	166500000	1.032949961661056
chr1	166500001	167000000	1.0046348783505012
chr1	167000001	167500000	1.163593763190785
chr1	167500001	168000000	1.0235701437464884
chr1	168000001	168500000	0.9105312794995213
chr1	168500001	169000000	1.1707207463066827
chr1	169000001	169500000	1.0036327961087856
chr1	169500001	170000000	0.9820334983472399
chr1	170000001	170500000	1.0857258652132378
chr1	170500001	171000000	1.0896826505230368
chr1	171000001	171500000	1.0388506185596669
chr1	171500001	172000000	1.0040669001705862
chr1	172000001	172500000	1.0925725585921695
chr1	172500001	173000000	1.1056399310428355
chr1	173000001	173500000	1.0392130392049748
chr1	173500001	174000000	0.9011972291170568
chr1	174000001	174500000	0.8606418697765928
chr1	174500001	175000000	0.9533535465988899
chr1	175000001	175500000	1.0973554139602035
chr1	175500001	176000000	1.1568105618257714
chr1	176000001	176500000	1.0585282030953216
chr1	176500001	177000000	1.2134327454041904
chr1	177000001	177500000	1.2423815122286932
chr1	177500001	178000000	1.1022229880700147
chr1	178000001	178500000	1.0455391545744115
chr1	178500001	179000000	1.0531110009360003
chr1	179000001	179500000	0.8738826136748412
chr1	179500001	180000000	0.8877676800189978
chr1	180000001	180500000	0.9894700654071585
chr1	180500001	181000000	0.9523605165298786
chr1	181000001	181500000	1.1227454187096448
chr1	181500001	182000000	1.1592226588323742
chr1	182000001	182500000	1.0361151493502159
chr1	182500001	183000000	1.0976460426582981
chr1	183000001	183500000	1.0641173988584987
chr1	183500001	184000000	1.05110708408684
chr1	184000001	184500000	1.1922263098148487
chr1	184500001	185000000	1.0722256230669127
chr1	185000001	185500000	1.0276930020168296
chr1	185500001	186000000	1.0144746574830874
chr1	186000001	186500000	1.0576988373034546
chr1	186500001	187000000	1.0683799701096388
chr1	187000001	187500000	1.0954350778059323
chr1	187500001	188000000	0.9075040243924121
chr1	188000001	188500000	0.9603585001689819
chr1	188500001	189000000	0.9456859150382074
chr1	189000001	189500000	0.881652824982911
chr1	189500001	190000000	1.0376513252957034
chr1	190000001	190500000	0.9429100727044849
chr1	190500001	191000000	1.0263990322446341
chr1	191000001	191500000	0.9500325798573122
chr1	191500001	192000000	1.0382600190820983
chr1	192000001	192500000	1.0048420636045492
chr1	192500001	193000000	1.0124344950631774
chr1	193000001	193500000	1.0872025304393933
chr1	193500001	194000000	0.9784057822426653
chr1	194000001	194500000	0.9558071498520327
chr1	194500001	195000000	1.0329352460530554
chr1	195000001	195500000	0.9586777215424878
chr1	195500001	196000000	0.9955940466940227
chr1	196000001	196500000	0.9705955172589806
chr1	197000001	197500000	1.044266023838767
chr1	197500001	198000000	0.8197984280617546
chr1	198000001	198500000	1.0107903022274942
chr1	198500001	199000000	0.9473171474726068
chr1	199000001	199500000	1.0077939955811261
chr1	199500001	200000000	1.046095722156766
chr1	200000001	200500000	1.0468816674940102
chr1	200500001	201000000	0.9334337700571075
chr1	201000001	201500000	0.8434224891015415
chr1	201500001	202000000	0.9135017343145605
chr1	202000001	202500000	0.6415808118543754
chr1	202500001	203000000	0.8390831382082256
chr1	203000001	203500000	0.9491158300437252
chr1	203500001	204000000	0.9121134444962491
chr1	204000001	204500000	0.9239721585826542
chr1	204500001	205000000	1.1257139063803767
chr1	205000001	205500000	0.8814274004685753
chr1	205500001	206000000	0.9221087231102002
chr1	206500001	207000000	1.0968333411285676
chr1	207000001	207500000	1.1562424025008788
chr1	207500001	208000000	0.819781841046186
chr1	208000001	208500000	1.1438239829908712
chr1	208500001	209000000	1.1058019287558114
chr1	209000001	209500000	1.1180435179896806
chr1	209500001	210000000	1.0261691092451326
chr1	210000001	210500000	1.0756624515091056
chr1	210500001	211000000	1.07667698627257
chr1	211000001	211500000	0.9988399705216486
chr1	211500001	212000000	0.9808990554298298
chr1	212000001	212500000	1.0429640224904908
chr1	212500001	213000000	0.9945800098688955
chr1	213000001	213500000	1.0986727055228014
chr1	213500001	214000000	1.196705205186265
chr1	214000001	214500000	1.2250501447022268
chr1	214500001	215000000	1.0432348423859295
chr1	215000001	215500000	1.0599966004432069
chr1	215500001	216000000	1.043856873965969
chr1	216000001	216500000	1.0946728459631407
chr1	216500001	217000000	1.1650974893898343
chr1	217000001	217500000	1.1102707562663978
chr1	217500001	218000000	1.0310302775019196
chr1	218000001	218500000	1.078596964977521
chr1	218500001	219000000	1.1806241028754851
chr1	219000001	219500000	1.1192322679656463
chr1	219500001	220000000	1.0701535299585847
chr1	220000001	220500000	0.9725169427269577
chr1	220500001	221000000	1.103139315638126
chr1	221000001	221500000	1.1540521316871741
chr1	221500001	222000000	1.1883299433349914
chr1	222000001	222500000	1.070573448625595
chr1	222500001	223000000	0.9319015495564108
chr1	223000001	223500000	1.0794038389507221
chr1	224000001	224500000	0.8286883251361172
chr1	224500001	225000000	1.1438422741341392
chr1	225000001	225500000	0.9316177348769527
chr1	225500001	226000000	0.9162484768444906
chr1	226000001	226500000	0.9289687491146629
chr1	226500001	227000000	0.9147175057762866
chr1	227000001	227500000	1.0111427785511264
chr1	227500001	228000000	0.8181739038582959
chr1	228000001	228500000	0.7549034566976626
chr1	229000001	229500000	1.0094089984210715
chr1	229500001	230000000	1.1081998572183336
chr1	230000001	230500000	1.0506819395106695
chr1	230500001	231000000	1.1152787879400783
chr1	231000001	231500000	0.8999785293760861
chr1	231500001	232000000	1.0082750471682216
chr1	232000001	232500000	1.105285986379119
chr1	232500001	233000000	1.0848094803905164
chr1	233000001	233500000	1.1387005588678065
chr1	233500001	234000000	1.0446156496829637
chr1	234000001	234500000	1.1596926025839076
chr1	234500001	235000000	0.9859539024660908
chr1	235000001	235500000	0.8071008227226228
chr1	235500001	236000000	1.0035160593160133
chr1	236000001	236500000	1.0061260604201385
chr1	236500001	237000000	1.0714510463595248
chr1	237000001	237500000	1.0795401770549005
chr1	237500001	238000000	1.0379004144934307
chr1	238000001	238500000	1.074714240619301
chr1	238500001	239000000	0.9559866817438978
chr1	239000001	239500000	1.1330789209961478
chr1	239500001	240000000	1.1144491571597024
chr1	240000001	240500000	1.1085760024556548
chr1	240500001	241000000	1.0306091425537975
chr1	241000001	241500000	1.1776176474021531
chr1	241500001	242000000	0.9802017234150658
chr1	243500001	244000000	1.0464485479189907
chr1	244000001	244500000	1.1291042392769346
chr1	244500001	245000000	0.9804991675683807
chr1	245000001	245500000	1.0998791442890523
chr1	245500001	246000000	1.0151542075828897
chr1	246000001	246500000	1.0342345204717769
chr1	246500001	247000000	0.8220404249669846
chr1	247000001	247500000	0.9357727177003111
chr1	247500001	248000000	0.9692388652834286
chr2	1	500000	0.890673798125854
chr2	500001	1000000	0.9160381256929964
chr2	1000001	1500000	0.9320277690832892
chr2	1500001	2000000	0.8256338935281571
chr2	2000001	2500000	1.0975846893048269
chr2	2500001	3000000	1.0176907615933506
chr2	3000001	3500000	0.8736703190017598
chr2	3500001	4000000	0.9125975660938858
chr2	4000001	4500000	1.0295810456526666
chr2	4500001	5000000	0.9810205769954973
chr2	5000001	5500000	1.0477531740643933
chr2	5500001	6000000	1.1065496600278177
chr2	6000001	6500000	1.113769654850214
chr2	6500001	7000000	1.0658293253086328
chr2	7000001	7500000	1.0302571135650291
chr2	7500001	8000000	1.1003048103525634
chr2	8000001	8500000	1.0989333769889862
chr2	8500001	9000000	0.9368672229311902
chr2	9000001	9500000	0.9661208404742448
chr2	9500001	10000000	0.9513218443098542
chr2	10000001	10500000	0.7612842294489258
chr2	10500001	11000000	0.8998784193677454
chr2	11000001	11500000	0.9470140329284764
chr2	11500001	12000000	1.0018261458213327
chr2	12000001	12500000	1.1346790700015694
chr2	12500001	13000000	1.03543920655565
chr2	13000001	13500000	0.9734210389204164
chr2	13500001	14000000	0.9820124012677321
chr2	14000001	14500000	1.0541124277871936
chr2	14500001	15000000	1.082907937457613
chr2	15000001	15500000	1.050956688225353
chr2	15500001	16000000	1.00335664671561
chr2	16000001	16500000	1.0078178858306384
chr2	16500001	17000000	1.097823530780913
chr2	17000001	17500000	1.062372821721243
chr2	17500001	18000000	1.002134569833325
chr2	18000001	18500000	0.9932536397261978
chr2	18500001	19000000	1.088937734350484
chr2	19000001	19500000	1.0928737261434494
chr2	19500001	20000000	0.9975647270988082
chr2	20000001	20500000	0.9605187468554653
chr2	20500001	21000000	1.0041126070787822
chr2	21000001	21500000	1.0231949710998702
chr2	21500001	22000000	1.0688911116144477
chr2	22000001	22500000	1.099757868201432
chr2	22500001	23000000	1.1005559606979836
chr2	23000001	23500000	1.127216477291525
chr2	23500001	24000000	0.8388588557775005
chr2	24000001	24500000	0.8900090465864707
chr2	24500001	25000000	0.9409045240489563
chr2	25000001	25500000	0.8438746192447822
chr2	25500001	26000000	0.9345682053717209
chr2	26000001	26500000	0.927272966781586
chr2	26500001	27000000	0.8857577263215473
chr2	27000001	27500000	0.7850142067852713
chr2	27500001	28000000	0.9730494931763887
chr2	28000001	28500000	0.9932239659162186
chr2	28500001	29000000	1.0274337382754208
chr2	29000001	29500000	1.0429189315934073
chr2	29500001	30000000	1.1773519452548566
chr2	30000001	30500000	1.038295921189241
chr2	30500001	31000000	0.9330608772392134
chr2	31000001	31500000	1.1501328885431112
chr2	31500001	32000000	0.9625651143387249
chr2	32000001	32500000	0.8248007349312951
chr2	32500001	33000000	0.9229499359887736
chr2	33000001	33500000	1.0609742401639688
chr2	33500001	34000000	0.959079338138635
chr2	34000001	34500000	1.1319141041269725
chr2	34500001	35000000	0.9691877327781856
chr2	35000001	35500000	0.9390928280074475
chr2	35500001	36000000	0.9380347456201663
chr2	36000001	36500000	1.1481417720954434
chr2	36500001	37000000	0.9852208010519352
chr2	37000001	37500000	1.0120247883799638
chr2	37500001	38000000	1.137954654160637
chr2	38000001	38500000	1.04038160015074
chr2	38500001	39000000	0.8985445987338184
chr2	39000001	39500000	0.9621545581614006
chr2	39500001	40000000	1.0634735287011925
chr2	40000001	40500000	1.0176082144756218
chr2	40500001	41000000	1.0852543109041204
chr2	41000001	41500000	0.9815499584844619
chr2	41500001	42000000	1.0180650730459095
chr2	42000001	42500000	0.9694581862021546
chr2	42500001	43000000	0.8306560221950243
chr2	43000001	43500000	0.9615898062604367
chr2	43500001	44000000	0.9353151122791682
chr2	44000001	44500000	0.949982457697104
chr2	44500001	45000000	1.037930058895231
chr2	45000001	45500000	1.0396919755366647
chr2	45500001	46000000	1.1479113926606872
chr2	46000001	46500000	1.215168331290338
chr2	46500001	47000000	1.0700415537531305
chr2	47000001	47500000	0.8490338287376599
chr2	47500001	48000000	0.9347736803086102
chr2	48000001	48500000	1.0435645261138153
chr2	48500001	49000000	1.0088227266789316
chr2	49000001	49500000	1.0550523636232902
chr2	49500001	50000000	1.0572505894130573
chr2	50000001	50500000	1.018930375985372
chr2	50500001	51000000	1.1104389569076112
chr2	51000001	51500000	1.0018965885825355
chr2	51500001	52000000	0.9597838862381318
chr2	52000001	52500000	0.9830295807111314
chr2	52500001	53000000	1.0047500172369086
chr2	53000001	53500000	1.1072074899823114
chr2	53500001	54000000	1.0024773049195548
chr2	54000001	54500000	1.021681435040508
chr2	54500001	55000000	1.078981021714028
chr2	55000001	55500000	0.881380294696711
chr2	55500001	56000000	0.9234165876055109
chr2	56000001	56500000	1.0757422652122914
chr2	56500001	57000000	0.9488903570597075
chr2	57000001	57500000	0.9257847413267102
chr2	57500001	58000000	1.0544021263232035
chr2	58000001	58500000	1.0113518141534077
chr2	58500001	59000000	1.0972173436068748
chr2	59000001	59500000	1.2085442203714287
chr2	59500001	60000000	1.2509103335327434
chr2	60000001	60500000	1.1205477538408697
chr2	60500001	61000000	1.0607149353500476
chr2	61000001	61500000	0.9306985083224899
chr2	61500001	62000000	0.7536779289189837
chr2	62000001	62500000	1.0050687800789542
chr2	62500001	63000000	0.9672400128677552
chr2	63000001	63500000	1.0438966948471067
chr2	63500001	64000000	0.9598423398003408
chr2	64000001	64500000	1.0554606564274103
chr2	64500001	65000000	1.040985264014683
chr2	65000001	65500000	0.9649226848026403
chr2	65500001	66000000	1.0708285169227654
chr2	66000001	66500000	1.0826019369190443
chr2	66500001	67000000	1.1117456440083064
chr2	67000001	67500000	1.1563055763882746
chr2	67500001	68000000	1.1696946302296078
chr2	68000001	68500000	1.0364739850556397
chr2	68500001	69000000	1.0208930209250537
chr2	69000001	69500000	1.112270027549856
chr2	69500001	70000000	1.1396991367255604
chr2	70000001	70500000	1.0000899731171198
chr2	70500001	71000000	1.086408281597995
chr2	71000001	71500000	0.8281646311255281
chr2	71500001	72000000	0.9669770783783992
chr2	72000001	72500000	1.033113914603162
chr2	72500001	73000000	1.0389904229461973
chr2	73000001	73500000	0.949538865176472
chr2	73500001	74000000	0.9559619162666927
chr2	74000001	74500000	0.8992526696983708
chr2	74500001	75000000	1.0504534469428874
chr2	75000001	75500000	1.2055794823366535
chr2	75500001	76000000	1.0999924996017292
chr2	76000001	76500000	1.0114453153727778
chr2	76500001	77000000	1.0366947231179926
chr2	77000001	77500000	1.0188334454227432
chr2	77500001	78000000	0.8986705282567868
chr2	78000001	78500000	1.0594518783996845
chr2	78500001	79000000	0.9186209577982866
chr2	79000001	79500000	1.0573094904761466
chr2	79500001	80000000	1.1011802459215754
chr2	80000001	80500000	1.2043321763667278
chr2	80500001	81000000	1.0994533527662087
chr2	81000001	81500000	1.0466369708420966
chr2	81500001	82000000	1.1045366583888048
chr2	82000001	82500000	1.0256340221783213
chr2	82500001	83000000	0.9523250477647563
chr2	83000001	83500000	1.0139964738423606
chr2	83500001	84000000	1.0866859980952794
chr2	84000001	84500000	1.0446805900013285
chr2	84500001	85000000	1.071733560665722
chr2	85000001	85500000	0.8963611428215966
chr2	85500001	86000000	0.8843360688005466
chr2	86000001	86500000	1.034695885242035
chr2	88000001	88500000	0.9835463074886615
chr2	88500001	89000000	0.7930014266468564
chr2	96000001	96500000	0.7773322698862254
chr2	96500001	97000000	0.824561455708274
chr2	98000001	98500000	1.0582407379129724
chr2	98500001	99000000	0.9986478658804356
chr2	99000001	99500000	1.0091178762575053
chr2	99500001	100000000	1.1130935036413145
chr2	100000001	100500000	0.9529190911571469
chr2	100500001	101000000	1.0089999636284974
chr2	101000001	101500000	0.8684008072233524
chr2	101500001	102000000	1.0810598612839477
chr2	102000001	102500000	1.1671067241874624
chr2	102500001	103000000	1.1379519806775569
chr2	103000001	103500000	1.0841784605127784
chr2	103500001	104000000	1.0421521472091169
chr2	104000001	104500000	1.196056253953115
chr2	104500001	105000000	1.1140032517017044
chr2	105000001	105500000	1.141162361547993
chr2	105500001	106000000	1.0460896274445706
chr2	106500001	107000000	1.0699198853668273
chr2	107000001	107500000	1.1333899085083259
chr2	108000001	108500000	0.9409472293751555
chr2	109000001	109500000	0.8874995095382201
chr2	112500001	113000000	0.9136289085631126
chr2	114000001	114500000	1.112741463279709
chr2	114500001	115000000	1.0694680830601464
chr2	115000001	115500000	1.0634260866887923
chr2	115500001	116000000	1.0439162644309938
chr2	116000001	116500000	0.9720076347826906
chr2	116500001	117000000	1.0714133875554173
chr2	117000001	117500000	0.9895875632068071
chr2	118000001	118500000	1.234592902188633
chr2	118500001	119000000	1.1541124725344587
chr2	119000001	119500000	0.9591386352784654
chr2	119500001	120000000	1.026002670012131
chr2	120000001	120500000	0.9540835450476882
chr2	120500001	121000000	0.8836613301858258
chr2	121000001	121500000	1.0482868868416704
chr2	121500001	122000000	1.033777335543619
chr2	122000001	122500000	1.0409898681162022
chr2	122500001	123000000	1.1399542943921819
chr2	123000001	123500000	1.0711873623993984
chr2	123500001	124000000	1.0900446543435203
chr2	124000001	124500000	1.132348741823462
chr2	124500001	125000000	1.1709888527805843
chr2	125000001	125500000	1.194025779046571
chr2	125500001	126000000	1.0575436913144196
chr2	126000001	126500000	1.0204278505987985
chr2	126500001	127000000	1.0538755917598506
chr2	127000001	127500000	0.9066632840150519
chr2	127500001	128000000	0.8412289958831176
chr2	128000001	128500000	0.9042743403554709
chr2	128500001	129000000	0.9163390120603009
chr2	129000001	129500000	1.037578301013301
chr2	129500001	130000000	0.9525054213419314
chr2	132500001	133000000	1.1369683001478323
chr2	133000001	133500000	1.1348296621792688
chr2	133500001	134000000	1.133752707414726
chr2	134000001	134500000	1.124034823346891
chr2	134500001	135000000	1.101745877414083
chr2	135000001	135500000	0.9785087209304267
chr2	135500001	136000000	0.9934081883232049
chr2	136000001	136500000	1.2520136358066727
chr2	136500001	137000000	1.1165964205109753
chr2	137000001	137500000	0.9630404420762222
chr2	137500001	138000000	0.9695014291140992
chr2	138000001	138500000	1.0349188430350484
chr2	138500001	139000000	0.9822914688174952
chr2	139000001	139500000	1.0872585924037665
chr2	139500001	140000000	1.0007560687512371
chr2	140000001	140500000	0.9326566129915317
chr2	140500001	141000000	0.9159740390064239
chr2	141000001	141500000	1.0093340811484284
chr2	141500001	142000000	0.998820005177149
chr2	142000001	142500000	1.0013815521500697
chr2	142500001	143000000	0.947867293278662
chr2	143000001	143500000	1.0915988543605915
chr2	143500001	144000000	1.0796401240984987
